ClaimID,PolicyID,CoverageType,Peril,ClaimDate,ClaimAmount,ApprovedAmount,FraudScore,ClaimStatus,ForcedEntryFlag,ProofOfOwnershipFlag,CoverageType_Policy,DriverType,DriverAge,LicenseValid,UsageType,PremiumAmount,FraudRiskScore,IncidentDriverAge,IncidentDriverLicenseYears,IncidentDriverListedFlag,DriverEligibilityFlag,AdditionalExcessFlag,AdditionalExcessAmount,DriverEligibilityReason,PayoutRatio
1569,1098,All Risk,Travel Risk,3/24/2024,102732,102732,32,Approved,Y,N,Building,,,,,251.35,65,,,,,,,,1
1570,843,Motor,Accidental Damage,1/3/2024,81463,34502,80,Pending,Y,N,Contents,,,,,429.46,81,54,28,Y,Y,N,0,Driver meets policy requirements,0.4235
1571,1761,Motor,Glass Damage,12/30/2025,61232,61232,53,Approved,Y,N,Contents,,,,,2095.41,65,56,11,Y,Y,N,0,Driver meets policy requirements,1
1572,1287,Building,Flood,11/28/2023,72223,28455,85,Repudiated,N,Y,Motor,Open Driver,47,N,Business,1056.66,95,,,,,,,,0.394
1573,1707,Building,Malicious Damage,10/10/2025,68160,68160,33,Approved,Y,Y,All Risk,,,,,1720.93,74,,,,,,,,1
1574,1417,Building,Flood,12/8/2025,108444,108444,24,Approved,N,Y,Contents,,,,,1567.48,38,,,,,,,,1
1575,537,Contents,Fire,6/18/2023,47265,1896,71,Repudiated,Y,N,All Risk,,,,,977.28,16,,,,,,,,0.0401
1576,751,Building,Fire,5/29/2025,65513,61505,65,Repudiated,Y,N,Contents,,,,,1507.11,34,,,,,,,,0.9388
1577,171,Contents,Malicious Damage,12/29/2025,69310,69310,16,Approved,Y,Y,All Risk,,,,,2191.73,48,,,,,,,,1
1578,1844,Contents,Burglary,2/29/2024,22458,19419,69,Pending,Y,N,Building,,,,,1097.95,37,,,,,,,,0.8647
1579,254,All Risk,Accidental Loss,11/4/2023,145830,145830,23,Approved,Y,Y,All Risk,,,,,1379.4,40,,,,,,,,1
1580,370,All Risk,Travel Risk,10/26/2023,50903,50903,44,Approved,N,N,Contents,,,,,2179.2,68,,,,,,,,1
1581,657,All Risk,Fire,1/15/2023,100697,100697,50,Approved,Y,N,All Risk,,,,,1653.3,27,,,,,,,,1
1582,938,Building,Storm,12/9/2023,103364,103364,20,Approved,N,N,Motor,Open Driver,26,N,Private,553.65,72,,,,,,,,1
1583,1825,Motor,Theft & Hijacking,4/16/2025,2385,2385,43,Approved,N,Y,Contents,,,,,1421.03,95,41,6,Y,Y,N,0,Driver meets policy requirements,1
1584,952,All Risk,Accidental Loss,7/26/2024,146337,146337,44,Approved,Y,N,Building,,,,,1490.03,88,,,,,,,,1
1585,133,Motor,Theft & Hijacking,5/12/2024,52414,52414,47,Approved,N,Y,All Risk,,,,,756.89,11,25,3,Y,Y,N,0,Driver meets policy requirements,1
1586,1670,Motor,Accidental Damage,10/18/2023,9528,9528,12,Approved,N,N,All Risk,,,,,1054.6,85,70,16,Y,Y,N,0,Driver meets policy requirements,1
1587,1212,All Risk,Travel Risk,5/15/2023,144923,85202,85,Repudiated,Y,N,Motor,Open Driver,70,Y,Private,727.19,63,,,,,,,,0.5879
1588,752,All Risk,Accidental Loss,4/22/2025,126608,126608,41,Approved,Y,N,All Risk,,,,,403.43,15,,,,,,,,1
1589,437,Building,Flood,2/22/2024,61988,61988,10,Approved,N,N,All Risk,,,,,725.43,69,,,,,,,,1
1590,169,All Risk,Theft,5/16/2023,30715,1994,71,Repudiated,Y,Y,All Risk,,,,,365.5,94,,,,,,,,0.0649
1591,627,Motor,Accidental Damage,1/27/2024,131787,131787,17,Approved,Y,N,All Risk,,,,,1789.42,15,46,3,Y,Y,N,0,Driver meets policy requirements,1
1592,1162,Motor,Theft & Hijacking,4/28/2025,136864,55359,67,Repudiated,Y,Y,Contents,,,,,2312.85,91,25,0,Y,Y,N,0,Driver meets policy requirements,0.4045
1593,1197,Contents,Malicious Damage,9/15/2023,28385,28385,33,Approved,Y,N,Contents,,,,,1219.25,49,,,,,,,,1
1594,663,All Risk,Accidental Loss,3/1/2024,97474,97474,15,Approved,N,Y,Building,,,,,1204.03,69,,,,,,,,1
1595,51,Motor,Glass Damage,10/4/2025,54476,54476,18,Approved,Y,N,Building,,,,,723.87,84,31,0,Y,Y,N,0,Driver meets policy requirements,1
1596,1983,All Risk,Fire,9/30/2023,28907,24673,66,Pending,Y,N,All Risk,,,,,1248,64,,,,,,,,0.8535
1597,389,Motor,Weather,1/8/2023,3900,3900,23,Approved,N,Y,Motor,Named Driver,56,Y,Private,2023.47,44,53,32,Y,Y,N,0,Driver meets policy requirements,1
1598,784,Building,Storm,3/22/2023,88757,88757,35,Approved,N,N,Building,,,,,2057.95,71,,,,,,,,1
1599,2,Building,Water Damage,7/13/2025,124762,124762,59,Approved,N,Y,Contents,,,,,1872.93,79,,,,,,,,1
1600,617,Building,Malicious Damage,2/10/2023,56517,47104,79,Pending,Y,Y,All Risk,,,,,2118.14,69,,,,,,,,0.8334
1601,190,Motor,Accidental Damage,8/18/2023,127743,0,15,Repudiated,N,Y,Motor,Named Driver,18,N,Business,845.98,90,23,4,Y,N,N,0,Invalid driver licence,0
1602,1487,Building,Malicious Damage,10/12/2023,40979,40979,39,Approved,Y,N,Building,,,,,2167.95,45,,,,,,,,1
1603,1797,All Risk,Fire,8/25/2023,91054,12609,87,Repudiated,Y,N,Motor,Open Driver,65,N,Private,375.72,58,,,,,,,,0.1385
1604,1135,Contents,Accidental Damage,1/22/2024,75065,74842,65,Repudiated,N,N,Building,,,,,1663.52,5,,,,,,,,0.997
1605,851,Building,Storm,5/26/2023,3456,1083,63,Pending,Y,N,All Risk,,,,,429.38,70,,,,,,,,0.3134
1606,1491,Motor,Glass Damage,1/16/2025,25665,25472,89,Repudiated,N,N,Motor,Open Driver,24,Y,Business,1334.6,47,27,4,Y,Y,N,0,Driver meets policy requirements,0.9925
1607,1889,Contents,Fire,3/24/2023,62653,62653,12,Approved,Y,Y,All Risk,,,,,563.94,60,,,,,,,,1
1608,1088,Motor,Glass Damage,10/31/2025,70954,70954,21,Approved,N,N,All Risk,,,,,874.69,37,67,45,Y,Y,N,0,Driver meets policy requirements,1
1609,1577,Motor,Accidental Damage,7/2/2023,60593,2751,65,Pending,N,Y,All Risk,,,,,515.55,89,26,8,Y,Y,N,0,Driver meets policy requirements,0.0454
1610,1498,Building,Malicious Damage,9/16/2023,105461,105461,13,Approved,N,N,Contents,,,,,518.39,89,,,,,,,,1
1611,1913,Motor,Accidental Damage,4/29/2024,36008,36008,44,Approved,Y,Y,Contents,,,,,480.23,28,72,0,Y,Y,N,0,Driver meets policy requirements,1
1612,50,Motor,Fire & Explosion,12/15/2024,136940,136940,56,Approved,Y,N,Building,,,,,1425.16,70,27,3,Y,Y,N,0,Driver meets policy requirements,1
1613,912,Motor,Weather,12/16/2023,91213,22796,64,Repudiated,Y,Y,Building,,,,,1866.43,27,55,3,Y,Y,N,0,Driver meets policy requirements,0.2499
1614,1568,Building,Storm,1/13/2024,31054,31054,42,Approved,N,Y,All Risk,,,,,1643,10,,,,,,,,1
1615,1381,Building,Water Damage,1/3/2024,28486,22036,81,Repudiated,Y,N,Contents,,,,,1411.4,29,,,,,,,,0.7736
1616,1477,Contents,Water Damage,7/20/2024,77609,20232,82,Repudiated,Y,N,Contents,,,,,499.29,81,,,,,,,,0.2607
1617,193,Contents,Malicious Damage,8/9/2023,140137,140137,12,Approved,N,N,Motor,Open Driver,59,Y,Private,473.4,40,,,,,,,,1
1618,1334,Motor,Theft & Hijacking,5/27/2025,21696,4617,80,Repudiated,Y,Y,Motor,Named Driver,33,Y,Business,1924.98,45,31,3,Y,Y,N,0,Driver meets policy requirements,0.2128
1619,1402,Contents,Burglary,10/25/2023,118330,35610,90,Repudiated,Y,Y,Building,,,,,461.15,38,,,,,,,,0.3009
1620,1505,All Risk,Accidental Loss,12/16/2025,16588,16588,38,Approved,N,N,Contents,,,,,2281.83,32,,,,,,,,1
1621,1515,Building,Storm,7/3/2023,114773,114773,23,Approved,Y,N,Building,,,,,1857.87,40,,,,,,,,1
1622,461,All Risk,Accidental Loss,12/10/2023,82050,56051,68,Pending,Y,N,All Risk,,,,,662.65,68,,,,,,,,0.6831
1623,1705,All Risk,Accidental Loss,2/27/2024,41221,41221,49,Approved,Y,N,All Risk,,,,,674.4,56,,,,,,,,1
1624,1029,Contents,Malicious Damage,6/18/2024,62824,20716,71,Repudiated,N,N,Motor,Named Driver,24,N,Private,415.92,89,,,,,,,,0.3297
1625,1697,Motor,Theft & Hijacking,1/17/2023,94988,14832,92,Repudiated,N,N,All Risk,,,,,1947.72,53,25,2,Y,Y,N,0,Driver meets policy requirements,0.1561
1626,533,Motor,Fire & Explosion,5/21/2025,128690,0,47,Repudiated,Y,N,Motor,Open Driver,59,N,Private,2027.89,79,53,5,Y,N,N,0,Invalid driver licence,0
1627,731,Motor,Fire & Explosion,4/15/2024,49065,8815,71,Pending,N,N,Building,,,,,1760.64,21,35,17,Y,Y,N,0,Driver meets policy requirements,0.1797
1628,291,Motor,Weather,7/21/2023,92669,90169,32,Approved with Additional Excess,N,N,Contents,,,,,650.65,52,20,1,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.973
1629,441,Motor,Glass Damage,7/14/2024,88908,88908,25,Approved,Y,N,Building,,,,,1669.63,84,60,17,Y,Y,N,0,Driver meets policy requirements,1
1630,1501,Motor,Weather,1/22/2025,112054,112054,32,Approved,N,Y,All Risk,,,,,1037.36,34,67,22,Y,Y,N,0,Driver meets policy requirements,1
1631,139,Building,Fire,1/28/2023,85653,85653,41,Approved,N,Y,Motor,Named Driver,39,N,Private,2101.28,32,,,,,,,,1
1632,546,Building,Flood,1/5/2024,26624,9934,82,Repudiated,Y,Y,Building,,,,,1358.61,86,,,,,,,,0.3731
1633,242,Motor,Glass Damage,12/28/2024,4217,4217,60,Approved,Y,Y,Motor,Named Driver,61,Y,Business,1158.46,91,59,0,Y,Y,N,0,Driver meets policy requirements,1
1634,670,Contents,Burglary,11/16/2024,86861,82531,80,Repudiated,Y,Y,Motor,Named Driver,32,Y,Private,2472.16,47,,,,,,,,0.9502
1635,985,Contents,Water Damage,5/5/2023,81840,16037,94,Repudiated,Y,N,Contents,,,,,2275.83,61,,,,,,,,0.196
1636,633,Building,Water Damage,12/4/2025,116171,116171,50,Approved,N,N,Building,,,,,765.38,52,,,,,,,,1
1637,729,Contents,Burglary,6/18/2023,20356,2481,91,Repudiated,Y,Y,All Risk,,,,,976.39,69,,,,,,,,0.1219
1638,1209,Contents,Accidental Damage,7/4/2025,8320,8320,39,Approved,N,Y,Contents,,,,,912.04,38,,,,,,,,1
1639,1435,Building,Fire,7/21/2024,89984,83237,95,Repudiated,N,Y,Contents,,,,,2313.56,26,,,,,,,,0.925
1640,204,Motor,Accidental Damage,7/14/2023,146234,33058,71,Pending,Y,Y,Building,,,,,2299.46,50,27,0,Y,Y,N,0,Driver meets policy requirements,0.2261
1641,1795,Contents,Burglary,9/20/2025,72506,42583,72,Repudiated,Y,N,Building,,,,,1495.02,80,,,,,,,,0.5873
1642,1577,All Risk,Fire,4/13/2025,124874,124874,58,Approved,Y,Y,All Risk,,,,,515.55,89,,,,,,,,1
1643,510,Building,Fire,10/22/2023,138438,138438,48,Approved,N,Y,Building,,,,,1964.32,79,,,,,,,,1
1644,514,Building,Storm,7/8/2024,3903,3438,85,Repudiated,N,N,All Risk,,,,,263.03,93,,,,,,,,0.8809
1645,547,Motor,Glass Damage,1/25/2024,25609,25609,43,Approved,Y,Y,All Risk,,,,,616.5,88,32,6,Y,Y,N,0,Driver meets policy requirements,1
1646,1603,Building,Malicious Damage,9/23/2025,79555,79555,44,Approved,Y,N,Motor,Open Driver,40,N,Business,255.14,94,,,,,,,,1
1647,645,All Risk,Travel Risk,5/13/2023,109641,72373,68,Pending,N,N,All Risk,,,,,1847.56,63,,,,,,,,0.6601
1648,968,Contents,Burglary,12/4/2024,87350,87350,45,Approved,Y,Y,Contents,,,,,462.84,86,,,,,,,,1
1649,1189,Building,Fire,8/13/2023,15592,15592,28,Approved,Y,Y,Contents,,,,,993.69,42,,,,,,,,1
1650,152,Building,Malicious Damage,9/1/2024,110638,74751,69,Repudiated,Y,Y,All Risk,,,,,601.48,5,,,,,,,,0.6756
1651,1714,Contents,Burglary,11/8/2024,132869,132869,55,Approved,Y,Y,Building,,,,,281.13,57,,,,,,,,1
1652,1088,All Risk,Travel Risk,4/7/2023,128492,128492,28,Approved,N,Y,All Risk,,,,,874.69,37,,,,,,,,1
1653,1089,Building,Malicious Damage,7/2/2024,89718,89718,15,Approved,Y,Y,Motor,Open Driver,37,Y,Business,390.67,31,,,,,,,,1
1654,1059,Motor,Glass Damage,2/27/2024,63520,63520,27,Approved,Y,Y,Contents,,,,,2178.13,60,71,17,Y,Y,N,0,Driver meets policy requirements,1
1655,1120,Motor,Weather,10/8/2025,55168,32048,66,Pending,N,Y,Contents,,,,,1132.53,18,61,0,Y,Y,N,0,Driver meets policy requirements,0.5809
1656,165,All Risk,Travel Risk,8/31/2025,114243,92135,85,Repudiated,Y,N,Motor,Named Driver,71,N,Business,776.55,89,,,,,,,,0.8065
1657,1902,All Risk,Theft,1/24/2025,125120,32678,65,Repudiated,N,Y,Building,,,,,826.3,5,,,,,,,,0.2612
1658,993,Motor,Theft & Hijacking,9/18/2024,76268,0,83,Repudiated,N,Y,Motor,Open Driver,26,N,Business,857.23,41,26,0,Y,N,N,0,Invalid driver licence,0
1659,960,Motor,Weather,7/28/2023,76084,45890,77,Repudiated,Y,Y,All Risk,,,,,1939.74,9,75,31,Y,Y,N,0,Driver meets policy requirements,0.6031
1660,1986,Building,Water Damage,3/11/2023,8292,8292,34,Approved,N,Y,All Risk,,,,,354.33,12,,,,,,,,1
1661,329,Motor,Glass Damage,11/30/2025,80410,80410,60,Approved,N,Y,Building,,,,,1354.26,38,57,5,Y,Y,N,0,Driver meets policy requirements,1
1662,171,Contents,Water Damage,3/15/2025,142070,142070,40,Approved,N,N,All Risk,,,,,2191.73,48,,,,,,,,1
1663,842,Motor,Fire & Explosion,10/12/2025,40140,4189,62,Repudiated,Y,Y,Motor,Named Driver,29,Y,Business,1241.8,63,25,2,Y,Y,N,0,Driver meets policy requirements,0.1044
1664,1285,Contents,Water Damage,9/8/2024,44687,44687,55,Approved,N,Y,Building,,,,,572.11,85,,,,,,,,1
1665,357,All Risk,Accidental Loss,1/13/2024,76397,1175,61,Pending,N,Y,All Risk,,,,,2192.11,40,,,,,,,,0.0154
1666,918,Building,Water Damage,9/10/2024,87126,23601,81,Repudiated,Y,Y,Contents,,,,,1540.18,86,,,,,,,,0.2709
1667,324,Motor,Fire & Explosion,7/28/2024,128435,128435,44,Approved,Y,N,All Risk,,,,,1061.91,7,54,33,Y,Y,N,0,Driver meets policy requirements,1
1668,1989,Building,Malicious Damage,1/11/2025,89292,89292,32,Approved,N,Y,Building,,,,,2142.72,12,,,,,,,,1
1669,640,Contents,Malicious Damage,4/30/2024,116418,877,64,Pending,N,Y,Motor,Named Driver,19,Y,Private,2290.57,54,,,,,,,,0.0075
1670,537,All Risk,Theft,11/2/2023,41669,41669,14,Approved,Y,N,All Risk,,,,,977.28,16,,,,,,,,1
1671,1072,All Risk,Fire,1/1/2024,56255,56255,18,Approved,Y,Y,All Risk,,,,,1436.22,59,,,,,,,,1
1672,438,Motor,Theft & Hijacking,11/15/2023,21454,0,63,Repudiated,Y,Y,Motor,Open Driver,62,N,Private,882.64,36,69,6,Y,N,N,0,Invalid driver licence,0
1673,1227,Motor,Glass Damage,11/16/2023,67347,3023,68,Pending,Y,Y,Building,,,,,623.15,6,21,3,Y,Y,N,0,Driver meets policy requirements,0.0449
1674,1422,Building,Water Damage,10/12/2024,88340,88340,22,Approved,Y,Y,All Risk,,,,,1356.23,53,,,,,,,,1
1675,655,Motor,Weather,7/30/2024,40022,9673,91,Repudiated,Y,N,Building,,,,,621.05,25,24,1,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.2417
1676,1408,Motor,Glass Damage,8/19/2024,62995,37330,92,Repudiated,Y,Y,Building,,,,,2157.36,27,27,0,Y,Y,N,0,Driver meets policy requirements,0.5926
1677,389,All Risk,Fire,3/10/2025,34995,34995,29,Approved,N,N,Motor,Named Driver,56,Y,Private,2023.47,44,,,,,,,,1
1678,1061,Motor,Fire & Explosion,6/25/2025,18504,0,89,Repudiated,Y,N,Motor,Named Driver,47,N,Private,670.92,85,52,23,Y,N,N,0,Invalid driver licence,0
1679,310,Building,Malicious Damage,7/5/2025,38523,38523,14,Approved,N,Y,All Risk,,,,,736.03,23,,,,,,,,1
1680,838,All Risk,Theft,6/30/2023,19867,19867,50,Approved,N,N,Contents,,,,,2436.42,70,,,,,,,,1
1681,967,Contents,Fire,3/18/2024,72921,72921,13,Approved,Y,N,Contents,,,,,1995.66,76,,,,,,,,1
1682,1235,All Risk,Theft,6/18/2024,16379,16379,43,Approved,Y,N,All Risk,,,,,828.59,76,,,,,,,,1
1683,1450,Building,Fire,9/14/2023,21967,15213,84,Repudiated,Y,Y,Building,,,,,1384.29,9,,,,,,,,0.6925
1684,1201,Building,Storm,11/5/2023,27184,27184,44,Approved,Y,Y,All Risk,,,,,584.76,13,,,,,,,,1
1685,461,Contents,Malicious Damage,1/20/2025,145101,141125,69,Repudiated,N,Y,All Risk,,,,,662.65,68,,,,,,,,0.9726
1686,328,Motor,Theft & Hijacking,7/8/2025,22799,22799,23,Approved,N,Y,Contents,,,,,1568.77,15,67,0,Y,Y,N,0,Driver meets policy requirements,1
1687,292,All Risk,Fire,4/7/2025,129384,129384,10,Approved,Y,N,Building,,,,,1242.02,68,,,,,,,,1
1688,960,Motor,Accidental Damage,8/24/2025,114507,114507,37,Approved,N,Y,All Risk,,,,,1939.74,9,39,13,Y,Y,N,0,Driver meets policy requirements,1
1689,509,All Risk,Accidental Loss,6/8/2025,67891,12227,64,Repudiated,N,N,Building,,,,,1064.57,26,,,,,,,,0.1801
1690,1014,Contents,Water Damage,1/13/2025,33775,33523,84,Repudiated,Y,N,Contents,,,,,602.02,60,,,,,,,,0.9925
1691,574,Motor,Fire & Explosion,1/26/2023,141712,0,72,Repudiated,Y,Y,Motor,Open Driver,22,N,Business,823.42,78,30,1,Y,N,N,0,Invalid driver licence,0
1692,319,All Risk,Fire,4/8/2024,94978,91568,80,Repudiated,Y,Y,Building,,,,,1025.96,49,,,,,,,,0.9641
1693,493,Building,Flood,8/25/2024,26526,20084,95,Repudiated,N,Y,Building,,,,,2205.17,30,,,,,,,,0.7571
1694,1624,Building,Malicious Damage,11/23/2024,138287,138287,53,Approved,N,N,Motor,Named Driver,59,Y,Business,799.29,17,,,,,,,,1
1695,1637,Contents,Malicious Damage,5/11/2025,106328,53182,65,Pending,N,Y,All Risk,,,,,520.76,70,,,,,,,,0.5002
1696,341,Building,Malicious Damage,8/29/2024,143920,143920,37,Approved,N,Y,Motor,Open Driver,64,Y,Private,1545.44,79,,,,,,,,1
1697,364,Motor,Accidental Damage,3/30/2025,116931,116931,39,Approved,N,Y,Building,,,,,2271.09,26,29,10,Y,Y,N,0,Driver meets policy requirements,1
1698,1720,Contents,Water Damage,4/13/2025,71597,26643,79,Repudiated,Y,N,Motor,Named Driver,68,N,Private,2282.53,42,,,,,,,,0.3721
1699,976,Contents,Accidental Damage,7/12/2025,16291,16291,32,Approved,Y,Y,Contents,,,,,1890.61,16,,,,,,,,1
1700,1613,Motor,Weather,5/31/2023,12751,12751,32,Approved,Y,N,Contents,,,,,335.83,93,71,2,Y,Y,N,0,Driver meets policy requirements,1
1701,190,Motor,Weather,9/18/2023,47520,0,63,Repudiated,N,N,Motor,Named Driver,18,N,Business,845.98,90,18,0,N,N,Y,2500,Invalid driver licence,0
1702,1554,Contents,Water Damage,12/20/2023,81576,40889,77,Pending,N,Y,All Risk,,,,,1822.5,35,,,,,,,,0.5012
1703,129,All Risk,Travel Risk,5/17/2025,109712,109712,16,Approved,N,N,All Risk,,,,,1980.14,52,,,,,,,,1
1704,551,All Risk,Fire,2/4/2023,11511,11511,42,Approved,N,Y,Motor,Open Driver,72,N,Private,516.96,93,,,,,,,,1
1705,820,Motor,Weather,6/6/2024,16435,7045,86,Repudiated,Y,N,Motor,Open Driver,71,Y,Private,1082.38,83,79,1,Y,Y,N,0,Driver meets policy requirements,0.4287
1706,175,Contents,Malicious Damage,3/13/2025,31606,31606,41,Approved,N,N,Contents,,,,,1586.21,90,,,,,,,,1
1707,1313,All Risk,Travel Risk,5/24/2024,130273,130273,32,Approved,N,Y,All Risk,,,,,2191.14,81,,,,,,,,1
1708,1407,Contents,Water Damage,2/8/2023,28387,28387,42,Approved,N,N,All Risk,,,,,1167.9,87,,,,,,,,1
1709,725,Motor,Glass Damage,4/1/2025,90765,90765,35,Approved,Y,Y,All Risk,,,,,1966.77,76,61,1,Y,Y,N,0,Driver meets policy requirements,1
1710,1153,Building,Fire,3/19/2024,32055,22268,94,Repudiated,Y,N,Contents,,,,,1444.81,83,,,,,,,,0.6947
1711,474,Building,Storm,3/20/2023,139686,69124,71,Pending,N,N,Motor,Open Driver,65,N,Business,535.77,59,,,,,,,,0.4949
1712,1811,All Risk,Accidental Loss,10/2/2025,17273,17273,12,Approved,N,N,All Risk,,,,,1459.2,17,,,,,,,,1
1713,295,Contents,Fire,8/14/2023,148001,145964,89,Repudiated,Y,N,Building,,,,,2157.37,43,,,,,,,,0.9862
1714,1113,Motor,Glass Damage,5/30/2025,55734,9387,65,Pending,Y,N,All Risk,,,,,1791.17,34,24,4,Y,Y,N,0,Driver meets policy requirements,0.1684
1715,1203,Building,Flood,2/21/2024,138199,94522,74,Pending,N,Y,Motor,Named Driver,39,Y,Business,1092.53,6,,,,,,,,0.684
1716,1026,All Risk,Accidental Loss,3/18/2023,44258,42806,91,Repudiated,Y,N,Motor,Open Driver,45,N,Business,1230.21,63,,,,,,,,0.9672
1717,1069,Contents,Water Damage,3/22/2025,137536,137536,16,Approved,N,Y,Building,,,,,1912.62,6,,,,,,,,1
1718,112,Building,Flood,12/21/2024,66180,66180,48,Approved,Y,N,Motor,Open Driver,34,N,Private,2427.77,91,,,,,,,,1
1719,1289,Building,Storm,7/30/2023,32313,32313,23,Approved,Y,N,Building,,,,,1067.19,84,,,,,,,,1
1720,39,Contents,Water Damage,6/30/2025,31234,31234,40,Approved,Y,N,All Risk,,,,,2022.93,45,,,,,,,,1
1721,648,Building,Storm,9/12/2023,64826,64826,39,Approved,Y,Y,Building,,,,,1952.4,66,,,,,,,,1
1722,685,Motor,Theft & Hijacking,1/5/2024,116895,79570,85,Repudiated,N,N,Contents,,,,,2348.01,45,31,0,Y,Y,N,0,Driver meets policy requirements,0.6807
1723,1385,Motor,Fire & Explosion,9/17/2023,27663,11675,62,Pending,Y,Y,Motor,Named Driver,50,Y,Private,745.51,16,51,1,Y,Y,N,0,Driver meets policy requirements,0.422
1724,744,Building,Water Damage,8/18/2023,124151,102441,80,Repudiated,Y,Y,Contents,,,,,519.82,46,,,,,,,,0.8251
1725,820,Building,Flood,9/10/2024,30698,10638,66,Repudiated,Y,N,Motor,Open Driver,71,Y,Private,1082.38,83,,,,,,,,0.3465
1726,966,Building,Malicious Damage,8/17/2025,4187,4187,41,Approved,Y,N,Motor,Open Driver,70,Y,Private,2388.81,84,,,,,,,,1
1727,1845,Contents,Fire,2/1/2025,140229,140229,45,Approved,Y,N,Contents,,,,,2430.08,79,,,,,,,,1
1728,597,Contents,Malicious Damage,4/17/2024,141532,35183,76,Pending,N,Y,Building,,,,,1632.58,10,,,,,,,,0.2486
1729,113,Motor,Glass Damage,11/14/2024,27924,0,58,Repudiated,Y,Y,Motor,Named Driver,41,N,Private,671.08,73,35,11,Y,N,N,0,Invalid driver licence,0
1730,1046,Contents,Fire,1/29/2024,57372,57372,27,Approved,N,Y,Contents,,,,,1131.69,24,,,,,,,,1
1731,1149,Motor,Accidental Damage,6/12/2023,138932,136432,54,Approved with Additional Excess,Y,N,Contents,,,,,1959.64,69,20,1,Y,Y,Y,2500,Eligible claim with additional excess: driver under 25 and licence held less than 2 years,0.982
1732,783,Motor,Theft & Hijacking,10/29/2025,126501,126501,29,Approved,N,Y,All Risk,,,,,1880.86,84,46,1,Y,Y,N,0,Driver meets policy requirements,1
1733,1096,Contents,Burglary,11/23/2025,132755,132755,23,Approved,Y,N,Motor,Named Driver,31,Y,Private,2164.98,40,,,,,,,,1
1734,1161,All Risk,Accidental Loss,7/20/2024,27156,11598,61,Pending,N,N,Motor,Named Driver,26,N,Business,1515.5,53,,,,,,,,0.4271
1735,1001,All Risk,Fire,7/31/2024,95370,95370,45,Approved,Y,N,Motor,Open Driver,71,N,Private,773.15,7,,,,,,,,1
1736,817,Motor,Theft & Hijacking,8/30/2024,45218,35439,78,Repudiated,Y,N,Building,,,,,1062.08,88,43,18,Y,Y,N,0,Driver meets policy requirements,0.7837
1737,1119,Contents,Malicious Damage,1/31/2023,75299,75299,37,Approved,N,N,Motor,Open Driver,21,N,Business,940.39,93,,,,,,,,1
1738,675,Contents,Burglary,2/13/2023,67241,67241,33,Approved,Y,N,All Risk,,,,,2016.42,32,,,,,,,,1
1739,1423,All Risk,Accidental Loss,9/24/2023,141622,89289,61,Repudiated,N,Y,All Risk,,,,,2322.43,42,,,,,,,,0.6305
1740,1936,Building,Water Damage,7/1/2025,121600,121600,55,Approved,N,Y,All Risk,,,,,2347.66,38,,,,,,,,1
1741,1421,Contents,Fire,10/16/2023,118215,118215,25,Approved,Y,N,All Risk,,,,,693.19,67,,,,,,,,1
1742,1206,Motor,Accidental Damage,6/13/2024,14262,14262,43,Approved,Y,Y,All Risk,,,,,1323.7,92,62,10,Y,Y,N,0,Driver meets policy requirements,1
1743,1683,All Risk,Theft,3/25/2023,111631,111156,90,Repudiated,Y,Y,Contents,,,,,2179.41,5,,,,,,,,0.9957
1744,537,Building,Storm,11/18/2025,22726,22726,47,Approved,Y,N,All Risk,,,,,977.28,16,,,,,,,,1
1745,328,Building,Malicious Damage,1/24/2025,128274,73466,75,Pending,Y,N,Contents,,,,,1568.77,15,,,,,,,,0.5727
1746,208,All Risk,Travel Risk,7/12/2025,120250,120250,15,Approved,Y,N,Motor,Named Driver,65,Y,Business,1136.43,11,,,,,,,,1
1747,574,Contents,Burglary,7/16/2025,81185,18518,86,Repudiated,Y,Y,Motor,Open Driver,22,N,Business,823.42,78,,,,,,,,0.2281
1748,1541,Building,Storm,7/7/2025,101614,101614,56,Approved,Y,Y,All Risk,,,,,423.19,10,,,,,,,,1
1749,1416,Building,Water Damage,3/8/2024,90762,90762,13,Approved,Y,N,Building,,,,,2086.12,27,,,,,,,,1
1750,312,Contents,Malicious Damage,8/7/2023,9725,9725,38,Approved,N,Y,Motor,Named Driver,61,Y,Business,1634.48,50,,,,,,,,1
1751,1747,All Risk,Fire,6/5/2023,143669,58925,92,Repudiated,Y,N,Building,,,,,437.66,89,,,,,,,,0.4101
1752,1263,Contents,Fire,6/10/2023,32226,32226,60,Approved,N,Y,All Risk,,,,,1681.98,50,,,,,,,,1
1753,1993,Contents,Water Damage,3/11/2025,27353,1167,71,Pending,N,Y,Motor,Open Driver,71,N,Private,785.16,19,,,,,,,,0.0427
1754,142,Motor,Glass Damage,3/26/2025,133086,0,85,Repudiated,Y,N,Motor,Named Driver,58,Y,Business,589.8,26,56,3,N,N,N,0,Incident driver not listed on named-driver policy,0
1755,346,All Risk,Accidental Loss,11/6/2023,52634,52634,57,Approved,N,N,All Risk,,,,,1355.38,88,,,,,,,,1
1756,1299,Building,Malicious Damage,3/16/2023,79540,79540,45,Approved,N,Y,Contents,,,,,1371,72,,,,,,,,1
